"ResponseId","R1","R2","R3","R4","M1","scenario","condition","diagnostic12","valence","age","gender","attn_chk_1Q","attn_chk_2_Q","R_tot","M1R_tot","att1_fail","att2_fail","att_fail"
"R_2PA9OgM1SQ8lV5s",6,7,7,7,84,"sam","non-diagnostic","ND1","good",18,2,7,5,6.75,1.02913394333753,FALSE,FALSE,FALSE
"R_2bK5pi7lY427sdo",7,5,7,5,68,"sam","non-diagnostic","ND1","good",18,2,7,5,6,0.578287772159931,FALSE,FALSE,FALSE
"R_bHm3UkJj0AyS1oZ",7,7,7,7,100,"sam","non-diagnostic","ND1","good",42,2,7,2,7,1.35514806065684,FALSE,FALSE,FALSE
"R_Rf6VMLsqm5NuRjj",6,6,7,6,74,"sam","non-diagnostic","ND1","good",21,2,7,2,6.25,0.739553082985388,FALSE,FALSE,FALSE
"R_2zoPMfZcKRetaUM",6,6,6,6,84,"sam","non-diagnostic","ND1","good",19,1,1,2,6,0.841885862550084,TRUE,FALSE,FALSE
"R_OdHRq2DjzG6zxE5",7,7,7,7,100,"sam","non-diagnostic","ND1","good",47,1,7,2,7,1.35514806065684,FALSE,FALSE,FALSE
"R_vJsD5LQohCse7iV",6,6,6,6,81,"sam","non-diagnostic","ND1","good",19,2,7,2,6,0.79246122060193,FALSE,FALSE,FALSE
"R_3HnVGH2uTRpiY8a",7,6,6,7,100,"sam","non-diagnostic","ND1","good",17,1,1,5,6.5,1.23031600679854,TRUE,FALSE,FALSE
"R_a5aj7UG1qAenJWp",6,6,6,6,77,"sam","non-diagnostic","ND1","good",19,2,7,5,6,0.726561698004392,FALSE,FALSE,FALSE
"R_2CZJ5iPThlyFTCP",7,7,7,7,90,"sam","non-diagnostic","ND1","good",19,2,7,5,7,1.19039925416299,FALSE,FALSE,FALSE
"R_1nW20RSp1CBPV82",4,4,5,5,70,"sam","non-diagnostic","ND1","good",19,2,7,2,4.5,0.236741371883801,FALSE,FALSE,FALSE
"R_Pu19oMpCM7f6jCx",7,7,7,7,93,"sam","non-diagnostic","ND1","good",22,2,6,2,7,1.23982389611114,TRUE,FALSE,FALSE
"R_1l3ilkKpqvA21Km",7,7,7,7,100,"sam","non-diagnostic","ND1","good",21,1,7,2,7,1.35514806065684,FALSE,FALSE,FALSE
"R_1EaD8fgdDRyjQbu",7,7,7,7,98,"sam","non-diagnostic","ND1","good",21,2,7,2,7,1.32219829935807,FALSE,FALSE,FALSE
"R_1HiwQfn0El3pbnx",6,6,5,5,84,"sam","non-diagnostic","ND1","good",22,1,7,5,5.5,0.717053808691784,FALSE,FALSE,FALSE
"R_elZDjcKCVOxBmSJ",7,7,7,7,100,"sam","non-diagnostic","ND1","good",36,1,7,2,7,1.35514806065684,FALSE,FALSE,FALSE
"R_6tg8tgJzbAbt4Vr",7,7,7,7,95,"sam","non-diagnostic","ND1","good",23,2,5,5,7,1.27277365740991,TRUE,FALSE,FALSE
"R_22E2xJDPk2RA6fO",7,7,7,7,84,"sam","non-diagnostic","ND1","good",27,1,7,2,7,1.09154997026668,FALSE,FALSE,FALSE
"R_22lycM9PfPbxAPb",7,7,5,6,95,"sam","non-diagnostic","ND1","good",22,1,5,2,6.25,1.08552557662246,TRUE,FALSE,FALSE
"R_DVj0aY3pAUzaSKB",6,7,7,6,81,"sam","non-diagnostic","ND1","good",22,2,2,2,6.5,0.91729327446023,TRUE,FALSE,FALSE
"R_9ojxPmxwFdDOhbj",7,7,7,6,85,"sam","non-diagnostic","ND1","good",19,1,7,2,6.75,1.04560882398692,FALSE,FALSE,FALSE
"R_2S82U7qdsJxGgpI",6,6,3,6,75,"sam","non-diagnostic","ND1","good",21,2,3,2,5.25,0.506363855918173,TRUE,FALSE,FALSE
"R_3PiYahrMglTXHIp",7,7,7,7,100,"sam","non-diagnostic","ND1","good",19,2,2,2,7,1.35514806065684,TRUE,FALSE,FALSE
"R_3OpFEwRwECRxbM8",5,5,4,4,60,"sam","non-diagnostic","ND1","good",29,1,7,5,4.5,0.0719925653899549,FALSE,FALSE,FALSE
"R_2v32RWZJpnG2RAT",7,7,7,7,95,"sam","non-diagnostic","ND1","good",21,2,7,2,7,1.27277365740991,FALSE,FALSE,FALSE
"R_2wQuHekJVnLdgsm",7,7,7,7,92,"sam","non-diagnostic","ND1","good",35,2,6,2,7,1.22334901546176,TRUE,FALSE,FALSE
"R_2aJreDkB6IxSXwa",6,6,6,6,80,"sam","non-diagnostic","ND1","good",22,1,7,5,6,0.775986339952545,FALSE,FALSE,FALSE
"R_yxMBFWiuAJWcuGZ",7,7,6,7,95,"sam","non-diagnostic","ND1","good",40,2,7,5,6.75,1.21035763048076,FALSE,FALSE,FALSE
"R_20PqyD22eLwMt6z",7,7,7,6,90,"sam","non-diagnostic","ND1","good",23,2,7,5,6.75,1.12798322723384,FALSE,FALSE,FALSE
"R_2tLOCcghGeNLSR8",7,7,5,7,92,"sam","non-diagnostic","ND1","good",20,2,5,5,6.5,1.09851696160346,TRUE,FALSE,FALSE
"R_1jHTr8ek0eS4aqT",7,7,7,7,87,"sam","non-diagnostic","ND1","good",21,2,7,5,7,1.14097461221484,FALSE,FALSE,FALSE
"R_wWTvjIurkBCHzoZ",7,7,7,7,100,"sam","non-diagnostic","ND1","good",22,2,7,5,7,1.35514806065684,FALSE,FALSE,FALSE
"R_3DuRTPf4YqUfwM9",6,6,6,6,90,"sam","non-diagnostic","ND1","good",18,2,7,2,6,0.940735146446391,FALSE,FALSE,FALSE
"R_3iVHlnVkO3s0Ieu",6,5,6,7,80,"sam","non-diagnostic","ND1","good",21,5,7,5,6,0.775986339952545,FALSE,FALSE,FALSE
"R_2PA7WLq2bB6O8r4",6,6,2,6,85,"sam","non-diagnostic","ND1","good",54,2,7,2,5,0.608696635482869,FALSE,FALSE,FALSE
"R_1ezAQjmdqwl78iY",5,6,2,2,80,"sam","non-diagnostic","ND1","good",23,1,5,2,3.75,0.214242097590197,TRUE,FALSE,FALSE
"R_1NwQUitjfo8ex8R",6,6,6,6,70,"sam","non-diagnostic","ND1","good",22,1,7,2,6,0.6112375334587,FALSE,FALSE,FALSE
"R_24JcH403LrceBi3",7,7,7,7,100,"sam","non-diagnostic","ND1","good",27,1,7,2,7,1.35514806065684,FALSE,FALSE,FALSE
"R_1IQbx4uFlQYQrqQ",6,6,6,7,90,"sam","non-diagnostic","ND1","good",24,2,7,2,6.25,1.00315117337554,FALSE,FALSE,FALSE
"R_1K1IZr2vO0YuTRs",5,7,6,6,68,"sam","non-diagnostic","ND1","good",19,3,7,2,6,0.578287772159931,FALSE,FALSE,FALSE
"R_rfGhCxczzktDQT7",7,7,7,7,100,"sam","non-diagnostic","ND1","good",22,2,7,2,7,1.35514806065684,FALSE,FALSE,FALSE
"R_2tnAAbfisgqVnoe",6,6,5,6,71,"sam","non-diagnostic","ND1","good",57,1,7,2,5.75,0.565296387178934,FALSE,FALSE,FALSE
"R_2691d0vMgAFJgyf",6,6,7,6,80,"sam","non-diagnostic","ND1","good",19,2,7,2,6.25,0.838402366881695,FALSE,FALSE,FALSE
"R_1gGRJJmn7ECEt7g",7,7,4,7,98,"sam","non-diagnostic","ND1","good",47,2,2,5,6.25,1.13495021857062,TRUE,FALSE,FALSE
"R_agRrUGMVUTN4Qxz",7,7,7,7,100,"sam","non-diagnostic","ND1","good",23,2,5,2,7,1.35514806065684,TRUE,FALSE,FALSE
"R_2X0SoHlkq3Pz7bc",7,7,7,7,100,"sam","non-diagnostic","ND1","good",19,1,5,5,7,1.35514806065684,TRUE,FALSE,FALSE
"R_1n12toO5WorJZuD",6,6,6,6,88,"sam","non-diagnostic","ND1","good",20,2,7,5,6,0.907785385147622,FALSE,FALSE,FALSE
"R_12DAT5YU3OZEJeA",6,6,6,6,89,"sam","non-diagnostic","ND1","good",21,2,4,5,6,0.924260265797006,TRUE,FALSE,FALSE
"R_32Yn7uQEHdBLpEL",7,7,6,7,98,"sam","non-diagnostic","ND1","good",19,2,7,2,6.75,1.25978227242892,FALSE,FALSE,FALSE
"R_9Y7yYUMUJD6iE6Z",5,5,4,6,60,"sam","non-diagnostic","ND1","good",NA,NA,7,5,5,0.196824619248255,FALSE,FALSE,FALSE
"R_1GJt2pfAungW6Rq",6,6,5,3,76,"sam","non-diagnostic","ND1","good",21,1,7,2,5,0.460422709638408,FALSE,FALSE,FALSE
"R_1IXwDFlhFGhbUru",6,6,6,6,81,"sam","non-diagnostic","ND1","good",42,2,7,2,6,0.79246122060193,FALSE,FALSE,FALSE
"R_2XbO0v7r92kcTSl",7,6,6,6,90,"sam","non-diagnostic","ND1","good",24,2,7,2,6.25,1.00315117337554,FALSE,FALSE,FALSE
"R_33wL2fe9LwlPn40",6,6,4,7,84,"sam","non-diagnostic","ND1","good",20,2,7,5,5.75,0.779469835620934,FALSE,FALSE,FALSE
"R_1FJPmnBr47jKSuH",7,7,7,7,100,"sam","non-diagnostic","ND1","good",19,2,7,5,7,1.35514806065684,FALSE,FALSE,FALSE
"R_1DCD2XPyIOl50ax",6,6,7,6,81,"sam","non-diagnostic","ND1","good",19,2,7,5,6.25,0.85487724753108,FALSE,FALSE,FALSE
"R_2Xo0JXEib768mxM",5,5,7,4,63,"sam","non-diagnostic","ND1","good",37,2,2,5,5.25,0.308665288125558,TRUE,FALSE,FALSE
"R_3Rf2AOyahKUvIi6",6,6,6,5,71,"sam","non-diagnostic","ND1","good",34,1,6,5,5.75,0.565296387178934,TRUE,FALSE,FALSE
"R_2DYrWFjQy9E3aSv",6,5,5,5,75,"sam","non-diagnostic","ND1","good",18,1,7,2,5.25,0.506363855918173,FALSE,FALSE,FALSE
"R_3HYNXtbMdEjAEqg",7,7,7,7,100,"sam","non-diagnostic","ND1","good",50,1,7,5,7,1.35514806065684,FALSE,FALSE,FALSE
"R_AEFyIj9ta5FY5i1",4,4,4,3,40,"sam","non-diagnostic","ND1","good",19,2,5,2,3.75,-0.444753128385186,TRUE,FALSE,FALSE
"R_2CrowUCyfufnNLE",6,4,6,6,88,"sam","non-diagnostic","ND1","good",18,1,7,2,5.5,0.782953331289322,FALSE,FALSE,FALSE
"R_UVERxGOKjQ1XYBz",6,6,6,6,82,"sam","non-diagnostic","ND1","good",43,2,7,5,6,0.808936101251315,FALSE,FALSE,FALSE
"R_1Q6Ext5LBPJJ5TC",7,7,7,7,96,"sam","non-diagnostic","ND1","good",21,2,5,2,7,1.2892485380593,TRUE,FALSE,FALSE
"R_3PR0hWg0lsGZqGv",4,7,7,7,65,"sam","non-diagnostic","ND1","good",47,2,7,5,6.25,0.591279157140927,FALSE,FALSE,FALSE
"R_3DiNxy8judr2V30",7,6,6,6,71,"sam","non-diagnostic","ND1","good",21,2,2,2,6.25,0.690128441037234,TRUE,FALSE,FALSE
"R_3iKh0jQSt6UOuNi",6,6,6,4,92,"sam","non-diagnostic","ND1","good",27,2,7,5,5.5,0.84885285388686,FALSE,FALSE,FALSE
"R_SOuHPpxCbgLG7kJ",5,6,7,7,90,"sam","non-diagnostic","ND1","good",21,1,7,5,6.25,1.00315117337554,FALSE,FALSE,FALSE
"R_3FWiyyi4xWyc3HT",7,7,6,6,100,"sam","non-diagnostic","ND1","good",20,2,7,2,6.5,1.23031600679854,FALSE,FALSE,FALSE
"R_1lnxaKDpohTNMQ3",6,6,6,6,76,"sam","non-diagnostic","ND1","good",22,2,2,5,6,0.710086817355007,TRUE,FALSE,FALSE
"R_9Nezf9noR1yvU9H",7,7,4,7,100,"sam","non-diagnostic","ND1","good",21,2,7,2,6.25,1.16789997986939,FALSE,FALSE,FALSE
"R_7a3WMs4SQFjwUDv",7,7,7,7,80,"sam","non-diagnostic","ND1","good",44,2,7,5,7,1.02565044766914,FALSE,FALSE,FALSE
"R_3EhVpA5idBactnU",7,7,7,7,93,"sam","non-diagnostic","ND1","good",56,2,7,2,7,1.23982389611114,FALSE,FALSE,FALSE
"R_1oovbJhUK5zA5Pj",5,6,5,6,83,"sam","non-diagnostic","ND1","good",21,2,7,5,5.5,0.700578928042399,FALSE,FALSE,FALSE
"R_2yaebbu1YG9O2zz",6,6,6,6,71,"sam","non-diagnostic","ND1","good",21,1,5,2,6,0.627712414108084,TRUE,FALSE,FALSE
"R_1LkDJbmUGbocV8I",6,6,4,5,85,"sam","non-diagnostic","ND1","good",19,1,7,5,5.25,0.671112662412019,FALSE,FALSE,FALSE
"R_2uQlcEktQSh0lTk",6,6,7,7,95,"sam","non-diagnostic","ND1","good",18,1,7,2,6.5,1.14794160355161,FALSE,FALSE,FALSE
"R_b3HgGOH8PiFfEGt",7,7,5,6,87,"sam","non-diagnostic","ND1","good",21,1,7,5,6.25,0.953726531427387,FALSE,FALSE,FALSE
"R_ddqCFFnzWqP6Rgd",7,7,7,7,100,"sam","non-diagnostic","ND1","good",19,2,7,5,7,1.35514806065684,FALSE,FALSE,FALSE
"R_3OjgNPX7uvVWGS7",6,6,4,6,81,"sam","non-diagnostic","ND1","good",52,2,7,2,5.5,0.66762916674363,FALSE,FALSE,FALSE
"R_3Kp6EZy5Gt2pNvN",6,6,4,5,80,"sam","non-diagnostic","ND1","good",20,1,7,2,5.25,0.588738259165096,FALSE,FALSE,FALSE
"R_Th2kXkbsr9TrTuF",7,6,6,5,80,"sam","non-diagnostic","ND1","good",31,1,7,2,6,0.775986339952545,FALSE,FALSE,FALSE
"R_1EjsghEbZym8PrN",7,7,7,7,100,"sam","non-diagnostic","ND1","good",20,2,3,2,7,1.35514806065684,TRUE,FALSE,FALSE
"R_2EgINe8y4qjVxYk",6,6,5,6,85,"sam","non-diagnostic","ND1","good",21,2,2,2,5.75,0.795944716270318,TRUE,FALSE,FALSE
"R_5mx6XDTugsfw97X",6,6,4,6,80,"sam","non-diagnostic","ND1","good",19,1,7,5,5.5,0.651154286094246,FALSE,FALSE,FALSE
"R_1qha3cd2dbeLXzT",7,7,1,1,100,"sam","non-diagnostic","ND1","good",22,2,5,5,4,0.606155737507038,TRUE,FALSE,FALSE
"R_1rH65bdS4ASiegh",7,7,7,7,100,"sam","non-diagnostic","ND1","good",NA,NA,2,5,7,1.35514806065684,TRUE,FALSE,FALSE
"R_302DtZ8QXpver1r",7,7,7,5,100,"sam","non-diagnostic","ND1","good",20,2,2,5,6.5,1.23031600679854,TRUE,FALSE,FALSE
"R_3DezFqhd7JyyiXe",5,5,5,6,72,"sam","non-diagnostic","ND1","good",23,2,2,2,5.25,0.456939213970019,TRUE,FALSE,FALSE
"R_bqnhEi4EKLkQLiF",7,7,7,7,100,"sam","non-diagnostic","ND1","good",21,2,7,2,7,1.35514806065684,FALSE,FALSE,FALSE
"R_PGMrcY5ma0Taw5H",5,5,5,4,67,"sam","non-diagnostic","ND1","good",21,2,7,2,4.75,0.249732756864797,FALSE,FALSE,FALSE
"R_2rBijnp4AqoW2wo",7,7,7,7,100,"sam","non-diagnostic","ND1","good",32,2,5,2,7,1.35514806065684,TRUE,FALSE,FALSE
"R_3P6xP2sMdUxu0mN",6,7,7,6,90,"sam","non-diagnostic","ND1","good",20,2,5,2,6.5,1.06556720030469,TRUE,FALSE,FALSE
"R_1meAPUOinjQzb4w",7,7,7,7,100,"sam","non-diagnostic","ND1","good",22,2,7,2,7,1.35514806065684,FALSE,FALSE,FALSE
"R_3EzjSM40luto9Px",7,6,6,6,71,"sam","non-diagnostic","ND1","good",21,2,6,5,6.25,0.690128441037234,TRUE,FALSE,FALSE
"R_2rpVPAs7aPbwmqm",6,6,6,6,84,"sam","non-diagnostic","ND1","good",31,2,7,2,6,0.841885862550084,FALSE,FALSE,FALSE
"R_2e2shrWbAEYXwUC",7,7,7,7,100,"sam","non-diagnostic","ND1","good",32,2,1,5,7,1.35514806065684,TRUE,FALSE,FALSE
"R_8xhTL6aVizAeuzv",7,7,7,6,81,"sam","non-diagnostic","ND1","good",37,1,7,5,6.75,0.97970930138938,FALSE,FALSE,FALSE
"R_1eyIMjscjBX9dJ5",6,5,6,6,85,"sam","non-diagnostic","ND1","good",37,2,7,5,5.75,0.795944716270318,FALSE,FALSE,FALSE
"R_54GAtDGP8GyT0wp",4,4,4,4,50,"sam","non-diagnostic","ND1","good",35,5,2,2,4,-0.21758829496219,TRUE,FALSE,FALSE
"R_3O1FCeBBmokmAdT",7,7,7,7,100,"sam","non-diagnostic","ND1","good",48,2,2,2,7,1.35514806065684,TRUE,FALSE,FALSE
"R_12rMo63Sci0WvYT",7,7,7,7,100,"sam","non-diagnostic","ND1","good",32,2,7,2,7,1.35514806065684,FALSE,FALSE,FALSE
"R_OwCpONdzOdSuRwt",5,5,5,5,60,"sam","non-diagnostic","ND1","good",30,2,7,2,5,0.196824619248255,FALSE,FALSE,FALSE
"R_3Ep1OCzz6ZcvUNA",5,5,5,6,72,"sam","non-diagnostic","ND1","good",32,1,7,2,5.25,0.456939213970019,FALSE,FALSE,FALSE
"R_0eu0Wz6pHcHVWAV",7,6,2,6,92,"sam","non-diagnostic","ND1","good",39,1,7,2,5.25,0.786436826957711,FALSE,FALSE,FALSE
"R_2fqEa3i4qMEzKO4",7,7,5,5,74,"sam","non-diagnostic","ND1","good",59,2,7,2,6,0.677137056056238,FALSE,FALSE,FALSE
"R_qUgMEadhUzrpMUF",6,6,6,6,80,"sam","non-diagnostic","ND1","good",32,2,7,2,6,0.775986339952545,FALSE,FALSE,FALSE
"R_2PtcP4UctuasHgc",6,7,6,7,88,"sam","non-diagnostic","ND1","good",33,1,7,5,6.5,1.03261743900592,FALSE,FALSE,FALSE
"R_32LxS4DIH5tKbWg",7,7,7,6,93,"sam","non-diagnostic","ND1","good",39,1,7,2,6.75,1.17740786918199,FALSE,FALSE,FALSE
"R_1LwcpXiLxLEfYa8",7,7,7,6,93,"sam","non-diagnostic","ND1","good",35,1,7,2,6.75,1.17740786918199,FALSE,FALSE,FALSE
"R_Di4spGDpxx4ClDb",6,6,7,7,91,"sam","non-diagnostic","ND1","good",32,1,7,5,6.5,1.08204208095408,FALSE,FALSE,FALSE
"R_3GqqVy7ZlVe6JzN",7,6,7,6,95,"sam","non-diagnostic","ND1","good",39,1,7,5,6.5,1.14794160355161,FALSE,FALSE,FALSE
"R_d0GQQt37mT7YWsx",7,7,6,6,92,"sam","non-diagnostic","ND1","good",38,1,7,5,6.5,1.09851696160346,FALSE,FALSE,FALSE
"R_1OlWhsqP9q7lsH9",7,6,6,6,94,"sam","non-diagnostic","ND1","good",35,1,7,5,6.25,1.06905069597308,FALSE,FALSE,FALSE
"R_1LbAQFmQG61BkBI",6,7,6,7,93,"sam","non-diagnostic","ND1","good",34,1,7,5,6.5,1.11499184225284,FALSE,FALSE,FALSE
"R_22oe9BGvnyobTHo",3,1,2,2,12,"sam","non-diagnostic","ND1","good",32,1,7,5,2,-1.342961975072,FALSE,FALSE,FALSE
"R_3maXRaKndR2zDeZ",6,7,6,7,95,"sam","non-diagnostic","ND1","good",24,1,7,2,6.5,1.14794160355161,FALSE,FALSE,FALSE
"R_pKu1Ud5v30gJtG9",7,7,7,6,90,"sam","non-diagnostic","ND1","good",30,2,7,2,6.75,1.12798322723384,FALSE,FALSE,FALSE
"R_2eatBPBB8FAKKwM",6,7,6,6,94,"sam","non-diagnostic","ND1","good",33,1,7,2,6.25,1.06905069597308,FALSE,FALSE,FALSE
"R_3h5TdGIv8omNqVF",7,7,7,6,93,"sam","non-diagnostic","ND1","good",37,1,7,2,6.75,1.17740786918199,FALSE,FALSE,FALSE
"R_3MrrYXoSDGMtSGj",7,7,6,6,94,"sam","non-diagnostic","ND1","good",40,1,7,2,6.5,1.13146672290223,FALSE,FALSE,FALSE
"R_1C3zYmUzP5WHrQT",7,7,6,7,92,"sam","non-diagnostic","ND1","good",42,1,7,2,6.75,1.16093298853261,FALSE,FALSE,FALSE
"R_2xKa4AZxeepKKXb",6,7,7,6,94,"sam","non-diagnostic","ND1","good",35,1,7,2,6.5,1.13146672290223,FALSE,FALSE,FALSE
"R_82p5O8P6HRf9syd",6,6,7,7,92,"sam","non-diagnostic","ND1","good",34,2,7,2,6.5,1.09851696160346,FALSE,FALSE,FALSE
"R_Dcz85iafTfnMufn",6,7,6,6,92,"sam","non-diagnostic","ND1","good",36,2,7,2,6.25,1.03610093467431,FALSE,FALSE,FALSE
"R_3IXfN7s4lpGifPY",6,7,7,6,92,"sam","non-diagnostic","ND1","good",37,1,7,2,6.5,1.09851696160346,FALSE,FALSE,FALSE
"R_3dWatJAVtVGQKFm",5,6,7,6,93,"sam","non-diagnostic","ND1","good",39,2,7,2,6,0.990159788394545,FALSE,FALSE,FALSE
"R_stGNxt1iPDY6NlT",7,6,5,6,95,"sam","non-diagnostic","ND1","good",34,1,7,2,6,1.02310954969331,FALSE,FALSE,FALSE
"R_3qfVu3kp96O4PFT",6,5,6,7,91,"sam","non-diagnostic","ND1","good",35,1,7,5,6,0.957210027095776,FALSE,FALSE,FALSE
"R_1FM5YSim9kN8wIN",5,7,6,7,89,"sam","non-diagnostic","ND1","good",35,1,7,5,6.25,0.986676292726156,FALSE,FALSE,FALSE
"R_sdPchgyJd2HC1ep",7,6,6,7,93,"sam","non-diagnostic","ND1","good",33,1,7,5,6.5,1.11499184225284,FALSE,FALSE,FALSE
"R_UhGMOclu7icsvnj",7,6,6,7,98,"sam","non-diagnostic","ND1","good",33,1,7,2,6.5,1.19736624549977,FALSE,FALSE,FALSE
"R_ywF3HHLsFy4bwFH",5,7,7,6,96,"sam","non-diagnostic","ND1","good",36,1,7,5,6.25,1.10200045727185,FALSE,FALSE,FALSE
"R_2zdc3rPO7sn2Nts",6,7,6,6,90,"sam","non-diagnostic","ND1","good",34,1,7,2,6.25,1.00315117337554,FALSE,FALSE,FALSE
"R_1NfammlPrKXF8JZ",6,7,6,6,100,"sam","non-diagnostic","ND1","good",39,1,7,2,6.25,1.16789997986939,FALSE,FALSE,FALSE
"R_ZDzUyKqqaxggwO5",6,6,7,6,94,"sam","non-diagnostic","ND1","good",30,1,7,2,6.25,1.06905069597308,FALSE,FALSE,FALSE
"R_OpNhcoiRABF3eJb",7,7,7,6,95,"sam","non-diagnostic","ND1","good",30,1,7,2,6.75,1.21035763048076,FALSE,FALSE,FALSE
"R_1eJoGSY5rfxGpjd",2,3,2,2,20,"sam","non-diagnostic","ND1","good",30,1,7,2,2.25,-1.14874690294778,FALSE,FALSE,FALSE
"R_1Le6UhAmEpBFuzf",3,2,3,3,24,"sam","non-diagnostic","ND1","good",28,1,1,2,2.75,-0.958015326491938,TRUE,FALSE,FALSE
"R_2z5CcdVro6JVoAy",7,6,6,7,98,"sam","non-diagnostic","ND1","good",28,1,7,2,6.5,1.19736624549977,FALSE,FALSE,FALSE
"R_2UVO0gMpVZYYR4t",7,7,7,5,91,"sam","non-diagnostic","ND1","good",39,2,7,2,6.5,1.08204208095408,FALSE,FALSE,FALSE
"R_2YueUPaf62HrLF2",6,7,7,6,99,"sam","non-diagnostic","ND1","good",35,1,7,2,6.5,1.21384112614915,FALSE,FALSE,FALSE
"R_2CqdmqjxeviFhOd",7,7,7,7,100,"sam","non-diagnostic","ND1","good",36,2,7,5,7,1.35514806065684,FALSE,FALSE,FALSE
"R_3rU7LsK2aiSUuQ1",7,7,7,5,95,"sam","non-diagnostic","ND1","good",27,2,7,5,6.5,1.14794160355161,FALSE,FALSE,FALSE
