"ResponseId","R1","R2","R3","R4","M1","scenario","condition","diagnostic12","age","gender","Sample","attn_chk_1Q","attn_chk_2_Q","R_tot","M1R_tot"
"R_3Mcn253XIZ0gKaY",6,5,4,3,62,"sam","non-diagnostic","ND1",24,1,"MTurk",7,1,4.5,-1.61066991288382
"R_1dtUPhHj31p9g6n",7,7,7,7,100,"sam","non-diagnostic","ND1",46,1,"MTurk",7,5,7,1.40416863987654
"R_21GPCph3GHIpi40",6,7,6,7,94,"sam","non-diagnostic","ND1",22,1,"MTurk",1,5,6.5,0.864305417073996
"R_RLw1JEszemgiGhb",7,7,5,6,89,"sam","non-diagnostic","ND1",57,1,"MTurk",7,2,6.25,0.515493195985815
"R_2XmS67IgxbaTZf7",5,4,5,4,65,"sam","non-diagnostic","ND1",29,1,"MTurk",7,2,4.5,-1.49234899835345
"R_2rPbVOtWC7YPthz",5,7,4,6,67,"sam","non-diagnostic","ND1",53,1,"MTurk",7,3,5.5,-0.807025601182911
"R_sX7CZjd6hLVpnZT",7,6,5,4,62,"sam","non-diagnostic","ND1",24,1,"MTurk",7,1,5.5,-1.00422712540018
"R_3jcdQkQL8rlkCOi",5,6,7,6,74,"sam","non-diagnostic","ND1",41,1,"MTurk",7,3,6,-0.227722073536912
"R_3jV8GLat9jMCmA4",5,7,6,5,97,"sam","non-diagnostic","ND1",33,1,"MTurk",7,3,5.75,0.527794240991635
"R_1hFn9To6G3PIMCC",7,7,7,7,100,"sam","non-diagnostic","ND1",35,2,"MTurk",1,2,7,1.40416863987654
"R_3CPMNjxhh4s5mP4",5,7,5,6,74,"sam","non-diagnostic","ND1",36,1,"MTurk",7,3,5.75,-0.379332770407821
"R_DNY4B4EPmRkJWmd",7,6,6,7,93,"sam","non-diagnostic","ND1",50,2,"MTurk",7,1,6.5,0.824865112230542
"R_277imHgyI9Zb4c4",5,5,6,7,77,"sam","non-diagnostic","ND1",40,1,"MTurk",7,3,5.75,-0.261011855877457
"R_3fT7MbPBBBnXqFl",6,7,6,6,84,"sam","non-diagnostic","ND1",30,2,"MTurk",7,5,6.25,0.318291671768542
"R_1dcQyZJMbbNKA1Y",6,7,6,6,85,"sam","non-diagnostic","ND1",24,2,"MTurk",7,2,6.25,0.357731976611997
"R_yDSTpm33tv5Z2hj",7,7,7,7,99,"sam","non-diagnostic","ND1",44,1,"MTurk",7,3,7,1.36472833503309
"R_1oFpyu46M7WmHpv",5,5,6,5,83,"sam","non-diagnostic","ND1",39,2,"MTurk",7,3,5.25,-0.327591420558546
"R_qWa2GVMApy0UMLv",4,3,4,4,30,"sam","non-diagnostic","ND1",42,1,"MTurk",7,2,3.75,-3.32759175848709
"R_6feiUtpGiikCLyV",4,4,4,4,50,"sam","non-diagnostic","ND1",25,2,"MTurk",7,5,4,-2.38717496474709
"R_31Nkh9eoUYvPB9S",6,6,4,6,86,"sam","non-diagnostic","ND1",56,1,"MTurk",7,3,5.5,-0.0576598091572735
"R_AajX9NGNIlZtY7n",5,6,5,6,81,"sam","non-diagnostic","ND1",45,1,"MTurk",7,3,5.5,-0.254861333374547
"R_2vYpiQqaoeuWshA",5,3,4,5,65,"sam","non-diagnostic","ND1",36,1,"MTurk",7,2,4.25,-1.64395969522436
"R_3MM7gB96WfuW6a7",6,7,6,7,94,"sam","non-diagnostic","ND1",39,1,"MTurk",7,5,6.5,0.864305417073996
"R_3yGUA2ATJaIFxVT",6,7,6,6,87,"sam","non-diagnostic","ND1",41,2,"MTurk",7,2,6.25,0.436612586298906
"R_1F8l9IynKvDg9UB",7,7,7,7,93,"sam","non-diagnostic","ND1",30,1,"MTurk",7,2,7,1.12808650597236
"R_1hSVjj7B18TAHhU",5,6,5,6,73,"sam","non-diagnostic","ND1",54,1,"MTurk",7,3,5.5,-0.570383772122183
"R_OJBgYINpNpoRG5H",6,6,6,5,71,"sam","non-diagnostic","ND1",32,2,"MTurk",7,2,5.75,-0.497653684938184
"R_1F4BQtvDKGTtDsA",6,6,7,6,80,"sam","non-diagnostic","ND1",30,2,"MTurk",2,5,6.25,0.160530452394724
"R_2z6FqGrtPspC5IS",6,4,6,5,43,"sam","non-diagnostic","ND1",35,2,"MTurk",1,5,5.25,-1.90520361429673
"R_3qTJOYjY5v730Rp",7,5,6,5,60,"sam","non-diagnostic","ND1",37,1,"MTurk",7,5,5.75,-0.931497038216185
"R_2dYiB1puYYi0rBo",7,7,7,7,98,"sam","non-diagnostic","ND1",45,1,"MTurk",7,2,7,1.32528803018963
"R_ZwbFupdj8zjE8SZ",7,6,6,7,83,"sam","non-diagnostic","ND1",29,2,"MTurk",7,2,6.5,0.430462063795996
"R_rjpThahNdrGmO5P",7,7,7,7,90,"sam","non-diagnostic","ND1",30,1,"MTurk",7,2,7,1.00976559144199
"R_2sYoo9rm5uBUn4h",7,6,6,7,85,"sam","non-diagnostic","ND1",30,1,"MTurk",1,5,6.5,0.509342673482905
"R_3jTE07N3rfIELt5",7,7,7,7,98,"sam","non-diagnostic","ND1",34,2,"MTurk",7,2,7,1.32528803018963
"R_31XGvqAWfW9Yf2q",6,5,4,6,76,"sam","non-diagnostic","ND1",30,2,"MTurk",7,2,5.25,-0.603673554462728
"R_2zdN9mTV0Hm1heA",5,6,5,6,77,"sam","non-diagnostic","ND1",29,2,"MTurk",7,2,5.5,-0.412622552748365
"R_31dCGMaWNWS0vIa",7,6,7,6,92,"sam","non-diagnostic","ND1",53,2,"MTurk",7,5,6.5,0.785424807387087
"R_3sBmoqTvkHDoJbd",4,5,5,5,64,"sam","non-diagnostic","ND1",35,1,"MTurk",7,2,4.75,-1.380178606326
"R_1mKn6POT5oareOl",7,7,7,7,97,"sam","non-diagnostic","ND1",59,1,"MTurk",7,5,7,1.28584772534618
"R_3dEBwbdeawVXSDJ",7,7,7,7,100,"sam","non-diagnostic","ND1",30,1,"MTurk",7,2,7,1.40416863987654
"R_2anT9dHdXHEKCaL",7,6,7,7,89,"sam","non-diagnostic","ND1",25,1,"MTurk",7,2,6.75,0.818714589727632
"R_3n0i0Fik8ddH3yA",6,7,6,6,85,"sam","non-diagnostic","ND1",51,2,"MTurk",7,5,6.25,0.357731976611997
"R_XMLs7pbHeWgunCx",6,7,6,7,92,"sam","non-diagnostic","ND1",28,2,"MTurk",1,5,6.5,0.785424807387087
"R_1o6bdHTtIcpvmzs",6,6,7,6,74,"sam","non-diagnostic","ND1",58,1,"MTurk",7,2,6.25,-0.076111376666004
"R_3lz90XA8vQB0W79",4,5,6,4,77,"sam","non-diagnostic","ND1",41,2,"MTurk",7,2,4.75,-0.86745464336109
"R_3mTBSCzJ2y3Wxwt",6,2,3,4,53,"sam","non-diagnostic","ND1",22,1,"MTurk",7,2,3.75,-2.42046474708763
"R_33DuAscH6820IK5",7,6,5,7,81,"sam","non-diagnostic","ND1",37,1,"MTurk",7,5,6.25,0.199970757238178
"R_sdmJVWyN6WNr5qF",7,7,7,7,90,"sam","non-diagnostic","ND1",45,2,"MTurk",7,2,7,1.00976559144199
"R_3r1JsxsCPEhXSy6",6,6,5,6,71,"sam","non-diagnostic","ND1",59,1,"MTurk",7,2,5.75,-0.497653684938184
"R_1LTnCYtMpiWA78a",6,6,5,7,81,"sam","non-diagnostic","ND1",27,2,"MTurk",7,3,6,0.04836006036727
"R_Q0wt1WIiqPxJkTn",6,6,7,7,96,"sam","non-diagnostic","ND1",44,2,"MTurk",7,5,6.5,0.943186026760906
"R_1KoRxsRqCeKfK2p",6,7,7,7,95,"sam","non-diagnostic","ND1",35,2,"MTurk",7,2,6.75,1.05535641878836
"R_21za5gwdo8W3LFC",7,6,7,6,93,"sam","non-diagnostic","ND1",56,2,"MTurk",7,5,6.5,0.824865112230542
"R_zS9NFpy4qry0ecx",6,7,7,6,82,"sam","non-diagnostic","ND1",35,2,"MTurk",7,2,6.5,0.391021758952541
"R_R3kvK0GJFbEt9yF",6,6,6,6,89,"sam","non-diagnostic","ND1",43,1,"MTurk",7,2,6,0.363882499114907
"R_32Shvri2MwNg7LB",4,5,6,5,58,"sam","non-diagnostic","ND1",56,1,"MTurk",2,5,5,-1.46520973851582
"R_tLCls3ycxlMbyrD",6,4,3,6,71,"sam","non-diagnostic","ND1",27,2,"MTurk",7,2,4.75,-1.10409647242182
"R_1CCnidQbdxAR9dc",6,6,6,7,89,"sam","non-diagnostic","ND1",45,1,"MTurk",7,2,6.25,0.515493195985815
"R_2z6Jv3OoQe5olGl",6,7,6,6,86,"sam","non-diagnostic","ND1",33,1,"MTurk",7,2,6.25,0.397172281455451
"R_3rUrg6jqqMSd7TQ",6,6,5,5,85,"sam","non-diagnostic","ND1",30,1,"MTurk",1,2,5.5,-0.0971001140007281
"R_2sZ8a8mccWLypJ7",5,5,5,5,69,"sam","non-diagnostic","ND1",42,1,"MTurk",7,2,5,-1.03136638523782
"R_32KIrDYpBpT9T4I",6,7,6,7,93,"sam","non-diagnostic","ND1",38,1,"MTurk",7,5,6.5,0.824865112230542
"R_Rbt6AV0WacYBtD3",6,6,6,6,81,"sam","non-diagnostic","ND1",25,1,"MTurk",7,3,6,0.04836006036727
"R_31BhIYDTbCYiigh",5,6,6,5,71,"sam","non-diagnostic","ND1",25,2,"MTurk",7,5,5.5,-0.649264381809093
"R_1LNEmn1K2Ed7fsf",5,6,6,5,68,"sam","non-diagnostic","ND1",55,1,"MTurk",7,3,5.5,-0.767585296339456
"R_29tVSSwZI6B15tp",2,3,4,5,69,"sam","non-diagnostic","ND1",28,2,"MTurk",7,1,3.5,-1.94103056646327
"R_XUlRSOF5MLcH3Xz",6,5,3,5,53,"sam","non-diagnostic","ND1",27,1,"MTurk",7,2,4.75,-1.814021959604
"R_12A06wWO7yQnKL1",3,3,3,3,32,"sam","non-diagnostic","ND1",37,1,"MTurk",4,2,3,-3.7035432394129
"R_5cmrofQEN8uA4a5",7,7,7,7,100,"sam","non-diagnostic","ND1",43,1,"MTurk",7,2,7,1.40416863987654
"R_1hyQJItCGglOOSE",7,6,3,5,75,"sam","non-diagnostic","ND1",27,2,"MTurk",7,2,5.25,-0.643113859306182
"R_1loxQEUFYuD22Dt",6,6,6,6,93,"sam","non-diagnostic","ND1",67,1,"MTurk",7,2,6,0.521643718488725
"R_d1ovRJcvYXw5A41",7,7,7,7,100,"sam","non-diagnostic","ND1",30,2,"MTurk",7,2,7,1.40416863987654
"R_3NOpVSOc9QOMRP0",6,6,6,6,91,"sam","non-diagnostic","ND1",37,1,"MTurk",7,2,6,0.442763108801816
"R_1gSVk5tWsIA4MnN",7,7,7,6,84,"sam","non-diagnostic","ND1",32,1,"MTurk",4,2,6.75,0.621513065510359
"R_oZdbs0pVkHWnOE1",5,7,6,7,88,"sam","non-diagnostic","ND1",29,1,"MTurk",7,3,6.25,0.476052891142361
"R_1FLZDHHQhRzgSKW",7,7,7,7,90,"sam","non-diagnostic","ND1",69,2,"MTurk",7,2,7,1.00976559144199
"R_DMGFJPKHUSNviTf",4,5,3,4,57,"sam","non-diagnostic","ND1",23,1,"MTurk",1,2,4,-2.11109283084291
"R_12bACykZb5TtHkR",7,6,7,7,69,"sam","non-diagnostic","ND1",37,1,"MTurk",2,5,6.75,0.0299084928585396
"R_1JXABqjfgElNAz2",7,7,7,7,90,"sam","non-diagnostic","ND1",69,2,"MTurk",7,2,7,1.00976559144199
"R_eWdfeGE43tgywsF",6,6,6,6,75,"sam","non-diagnostic","ND1",25,1,"MTurk",7,3,6,-0.188281768693458
"R_1BnhuE1C554GUxj",7,7,7,7,100,"sam","non-diagnostic","ND1",34,2,"MTurk",7,2,7,1.40416863987654
"R_1Qm7o8XysvRFtFk",6,7,6,4,70,"sam","non-diagnostic","ND1",42,1,"MTurk",7,2,5.75,-0.537093989781639
"R_3NPvCmumRNtz5yj",7,6,6,6,84,"sam","non-diagnostic","ND1",25,1,"MTurk",7,5,6.25,0.318291671768542
"R_3qVZWX7s2EXrAoN",3,4,5,5,81,"sam","non-diagnostic","ND1",25,1,"MTurk",7,1,4.25,-1.01291481772909
"R_2vdeXAmQGOExewE",6,6,6,6,81,"sam","non-diagnostic","ND1",34,1,"MTurk",7,2,6,0.04836006036727
"R_p3k0go1BkKsGapr",7,7,5,7,90,"sam","non-diagnostic","ND1",39,2,"MTurk",7,2,6.5,0.706544197700178
"R_1eIvex9wl9NfgDs",6,6,7,7,91,"sam","non-diagnostic","ND1",37,1,"MTurk",7,2,6.5,0.745984502543632
"R_2CxhtYDZoKC9fN7",6,5,4,6,71,"sam","non-diagnostic","ND1",35,2,"MTurk",7,3,5.25,-0.800875078680001
"R_3qDx8nCZVdIZKSc",6,6,6,6,97,"sam","non-diagnostic","ND1",33,2,"MTurk",7,2,6,0.679404937862544
"R_22LHNo1SOd07W7P",7,6,6,6,86,"sam","non-diagnostic","ND1",35,2,"MTurk",7,2,6.25,0.397172281455451
"R_20PbA8G68fK2Ntu",6,5,6,6,73,"sam","non-diagnostic","ND1",42,2,"MTurk",2,5,5.75,-0.418773075251275
"R_2zYhh0TsM2m9obw",7,6,6,6,85,"sam","non-diagnostic","ND1",59,1,"MTurk",7,5,6.25,0.357731976611997
"R_323lRCcz4xOmZ1x",6,5,6,5,68,"sam","non-diagnostic","ND1",32,2,"MTurk",2,5,5.5,-0.767585296339456
"R_2qedYmMQgwxZ5Wc",6,5,6,6,75,"sam","non-diagnostic","ND1",40,2,"MTurk",7,2,5.75,-0.339892465564366
"R_3dX64ZcNOqx28oo",6,5,6,7,63,"sam","non-diagnostic","ND1",35,1,"MTurk",7,2,6,-0.661565426814913
"R_3MtYYlmLcVBQvWM",6,6,6,6,89,"sam","non-diagnostic","ND1",52,2,"MTurk",7,2,6,0.363882499114907
"R_1kYyyH01WHhGrWG",6,6,6,6,67,"sam","non-diagnostic","ND1",33,1,"MTurk",7,2,6,-0.503804207441094
"R_32JYgSBhl83OzpN",5,6,7,6,90,"sam","non-diagnostic","ND1",21,2,"MTurk",7,2,6,0.403322803958361
"R_6Lv1nSmH6sFmqvT",4,5,5,4,52,"sam","non-diagnostic","ND1",23,1,"MTurk",1,2,4.5,-2.00507296131836
"R_ZEmp2xzywof45LX",5,6,7,6,60,"sam","non-diagnostic","ND1",42,2,"MTurk",7,2,6,-0.779886341345277
"R_215ij85lC1DWNlz",7,7,7,7,100,"sam","non-diagnostic","ND1",64,2,"MTurk",7,2,7,1.40416863987654
"R_06VfMv8TpIiEnx7",6,6,7,6,96,"sam","non-diagnostic","ND1",47,2,"MTurk",2,2,6.25,0.791575329889997
"R_3gN1XjFkNagig6w",5,6,7,6,75,"sam","non-diagnostic","ND1",36,1,"MTurk",7,2,6,-0.188281768693458
"R_1DuLQtQNnGZtOBX",7,6,6,7,88,"sam","non-diagnostic","ND1",35,1,"MTurk",7,2,6.5,0.627663588013269
"R_12sbDc2616K9VqJ",6,6,7,6,82,"sam","non-diagnostic","ND1",45,1,"MTurk",7,2,6.25,0.239411062081633
"R_x5gMX8UnRuB25K9",6,6,6,7,85,"sam","non-diagnostic","ND1",40,1,"MTurk",7,5,6.25,0.357731976611997
"R_2a8k4ibBCr3twBn",6,7,6,7,100,"sam","non-diagnostic","ND1",56,2,"MTurk",1,2,6.5,1.10094724613472
"R_2dMI0DjTfTaypU5",7,6,7,6,92,"sam","non-diagnostic","ND1",28,1,"MTurk",7,2,6.5,0.785424807387087
"R_2qCw9qDWg0ttN17",7,6,7,7,77,"sam","non-diagnostic","ND1",25,1,"MTurk",7,2,6.75,0.345430931606176
"R_3Kv8IvtCKE46Ye5",7,6,5,6,85,"sam","non-diagnostic","ND1",25,1,"MTurk",7,2,6,0.206121279741088
"R_1fdvP9xb5GuQJLj",7,6,4,6,86,"sam","non-diagnostic","ND1",25,1,"MTurk",7,5,5.75,0.0939508877136348
"R_3gSIrmEdmSSUxNH",5,6,6,5,81,"sam","non-diagnostic","ND1",25,1,"MTurk",7,2,5.5,-0.254861333374547
"R_qVMqS7yDGirqZRn",6,6,6,6,92,"sam","non-diagnostic","ND1",66,1,"MTurk",7,2,6,0.482203413645271
"R_DuwXE02EnhVY7NT",3,2,3,7,48,"sam","non-diagnostic","ND1",25,1,"MTurk",7,2,3.75,-2.61766627130491
"R_OyidBi1dguXkUo1",6,6,6,6,87,"sam","non-diagnostic","ND1",58,1,"MTurk",7,5,6,0.285001889427998
"R_2YWaeS6iglSelAx",4,6,4,5,60,"sam","non-diagnostic","ND1",29,1,"MTurk",1,2,4.75,-1.53793982569982
"R_2xRVvWDWnX8LqZp",6,7,6,6,79,"sam","non-diagnostic","ND1",29,1,"MTurk",7,3,6.25,0.121090147551269
"R_2co7e5drfRo6dbQ",7,5,6,6,84,"sam","non-diagnostic","ND1",28,1,"MTurk",6,2,6,0.166680974897634
"R_8uMh02B0LwQ5xWp",3,5,4,7,71,"sam","non-diagnostic","ND1",22,1,"MTurk",7,2,4.75,-1.10409647242182
"R_5uQtrMgr2HAWRzz",5,6,2,6,63,"sam","non-diagnostic","ND1",29,1,"MTurk",2,2,4.75,-1.41961891116945
"R_3IXFkeDqbfSgded",7,6,6,6,82,"sam","non-diagnostic","ND1",38,2,"MTurk",7,2,6.25,0.239411062081633
"R_1PXLhUcO4H0WC4l",1,5,7,3,77,"sam","non-diagnostic","ND1",25,1,"MTurk",7,2,4,-1.32228673397381
"R_2v2CyiQTx3LulM8",6,6,6,6,92,"sam","non-diagnostic","ND1",30,1,"MTurk",7,2,6,0.482203413645271
"R_1ZCcoN5Qqj5qHOp",7,7,7,7,100,"sam","non-diagnostic","ND1",58,2,"MTurk",7,2,7,1.40416863987654
"R_2Yg1WNzomaO3Cvr",6,7,5,6,89,"sam","non-diagnostic","ND1",25,1,"MTurk",7,2,6,0.363882499114907
"R_3hAZ7oaf9VBA0N9",3,2,2,2,75,"sam","non-diagnostic","ND1",25,1,"MTurk",1,5,2.25,-2.46244222175708
"R_Z9paG65gPjNXJdf",7,7,6,7,84,"sam","non-diagnostic","ND1",30,1,"MTurk",7,5,6.75,0.621513065510359
"R_3noxIGLYa9C2jtV",4,5,6,5,69,"sam","non-diagnostic","ND1",33,1,"MTurk",7,2,5,-1.03136638523782
"R_AvTDZDxrpR9Xd1T",5,7,6,6,63,"sam","non-diagnostic","ND1",25,1,"MTurk",7,2,6,-0.661565426814913
"R_2CDraIVWHxrP6XG",7,7,7,7,94,"sam","non-diagnostic","ND1",45,1,"MTurk",7,2,7,1.16752681081581
"R_1QKjNyLJNblzlWq",6,6,6,6,91,"sam","non-diagnostic","ND1",49,2,"MTurk",7,2,6,0.442763108801816
"R_3RmwkgBhQDdAbc1",6,7,7,6,80,"sam","non-diagnostic","ND1",32,2,"MTurk",1,2,6.5,0.312141149265632
"R_UtP8stkfwkXCLGp",7,7,7,7,100,"sam","non-diagnostic","ND1",19,1,"MTurk",7,2,7,1.40416863987654
"R_2zOSKFNJJxxnxK7",4,5,6,7,81,"sam","non-diagnostic","ND1",25,1,"MTurk",7,5,5.5,-0.254861333374547
"R_sFfQUzWbFkFobdv",6,5,4,4,58,"sam","non-diagnostic","ND1",37,2,"MTurk",3,2,4.75,-1.61682043538673
"R_3LbtlRaqX74ZLhh",5,6,5,5,67,"sam","non-diagnostic","ND1",25,1,"MTurk",7,2,5.25,-0.958636298053819
"R_2wuhdtFRcKbUvrP",6,7,7,7,100,"sam","non-diagnostic","ND1",37,2,"MTurk",7,2,6.75,1.25255794300563
"R_1WUA7jw7NAezvNv",6,7,6,7,86,"sam","non-diagnostic","ND1",24,1,"MTurk",7,2,6.5,0.54878297832636
"R_3MJvByt74YMrsrG",7,7,7,6,100,"sam","non-diagnostic","ND1",37,1,"MTurk",1,5,6.75,1.25255794300563
"R_2TEFbwHLM77jxXD",7,6,5,6,89,"sam","non-diagnostic","ND1",50,1,"MTurk",7,5,6,0.363882499114907
"R_115b5TnWZbGkXZl",7,7,7,7,100,"sam","non-diagnostic","ND1",37,1,"MTurk",7,2,7,1.40416863987654
"R_2DS5WJy1Hs2TC9b",7,6,6,7,96,"sam","non-diagnostic","ND1",40,1,"MTurk",7,2,6.5,0.943186026760906
"R_T27qBjuDU9Vho2Z",7,6,6,7,97,"sam","non-diagnostic","ND1",37,1,"MTurk",7,5,6.5,0.98262633160436
"R_1DI2l6t2T8pd0Lr",5,6,7,7,90,"sam","non-diagnostic","ND1",25,2,"MTurk",7,5,6.25,0.55493350082927
"R_3dGi0ntP4WH2sVS",4,4,5,5,66,"sam","non-diagnostic","ND1",32,1,"MTurk",7,3,4.5,-1.45290869351
"R_3n7cH6CTNdHxcxs",7,6,7,7,98,"sam","non-diagnostic","ND1",45,2,"MTurk",2,2,6.75,1.17367733331872
"R_3sjfCT0YfHxiHu8",6,4,5,5,64,"sam","non-diagnostic","ND1",62,1,"MTurk",7,3,5,-1.22856790945509
"R_AvuFdyrxaXqyowN",6,6,7,7,92,"sam","non-diagnostic","ND1",37,1,"MTurk",7,2,6.5,0.785424807387087
"R_2X05kos6WuyviK8",6,7,6,7,86,"sam","non-diagnostic","ND1",29,1,"MTurk",7,3,6.5,0.54878297832636
"R_xtJI7CzZ1jcYWyt",6,5,6,6,84,"sam","non-diagnostic","ND1",40,1,"MTurk",7,5,5.75,0.0150702780267256
"R_1LAkoN4MCo3sFNH",6,7,6,7,85,"sam","non-diagnostic","ND1",22,1,"MTurk",1,5,6.5,0.509342673482905
"R_31d72lZvadH3YyE",5,7,4,7,87,"sam","non-diagnostic","ND1",35,1,"MTurk",7,2,5.75,0.133391192557089
"R_1M4DQ2gs2jX98HW",7,6,6,6,89,"sam","non-diagnostic","ND1",37,2,"MTurk",7,5,6.25,0.515493195985815
"R_2dXetGadpzhz2CY",1,3,5,7,79,"sam","non-diagnostic","ND1",30,1,"MTurk",1,2,4,-1.24340612428691
"R_BDQKGsKg3KtSMQ9",6,5,7,6,89,"sam","non-diagnostic","ND1",25,2,"MTurk",7,3,6,0.363882499114907
"R_3m1PvZ3n802vm9T",7,4,7,6,64,"sam","non-diagnostic","ND1",38,2,"MTurk",7,2,6,-0.622125121971458
"R_24LWaZWesn71TSC",6,6,6,6,84,"sam","non-diagnostic","ND1",48,2,"MTurk",7,1,6,0.166680974897634
"R_3mjH5143l3GANHt",6,4,4,5,80,"sam","non-diagnostic","ND1",24,1,"MTurk",7,2,4.75,-0.749133728830726
"R_3fHs2k5b6BzUv1c",7,7,7,6,86,"sam","non-diagnostic","ND1",28,2,"MTurk",7,2,6.75,0.700393675197268
"R_0qtA1FSxo5aO3TP",7,7,7,7,86,"sam","non-diagnostic","ND1",32,2,"MTurk",7,5,7,0.852004372068176
"R_DSJPE8vyB7iaG2J",6,7,6,6,91,"sam","non-diagnostic","ND1",28,2,"MTurk",7,2,6.25,0.594373805672724
"R_1IsCUYLGRexZHGD",5,7,5,7,79,"sam","non-diagnostic","ND1",35,2,"MTurk",7,2,6,-0.0305205493196392
"R_2coXyc0fTK0l8FA",6,5,4,5,79,"sam","non-diagnostic","ND1",40,2,"MTurk",2,2,5,-0.636963336803272
"R_OPVgdrGF5Ba1o1H",6,6,6,6,85,"sam","non-diagnostic","ND1",57,2,"MTurk",7,2,6,0.206121279741088
"R_1ihcWG3xADvDu1J",7,6,6,7,86,"sam","non-diagnostic","ND1",35,1,"MTurk",7,1,6.5,0.54878297832636
"R_2bK31OMVFNbDYLs",5,4,5,5,62,"sam","non-diagnostic","ND1",52,1,"MTurk",7,3,4.75,-1.45905921601291
"R_3NEA69kjK1WFRot",6,6,7,7,96,"sam","non-diagnostic","ND1",30,2,"MTurk",1,2,6.5,0.943186026760906
"R_2ExWWJ0BTGdUTbG",7,6,4,4,70,"sam","non-diagnostic","ND1",24,1,"MTurk",7,5,5.25,-0.840315383523456
"R_2ckoNbYJMTwB5Iw",5,7,6,6,69,"sam","non-diagnostic","ND1",34,2,"MTurk",7,3,6,-0.424923597754185
"R_2WJaFPDVTfgtJ53",6,7,7,5,84,"sam","non-diagnostic","ND1",48,2,"MTurk",7,2,6.25,0.318291671768542
"R_1FVXnPVnAPZLQ9b",5,3,4,6,71,"sam","non-diagnostic","ND1",45,1,"MTurk",7,1,4.5,-1.25570716929273
"R_WfEap1cvRCL71br",6,6,7,7,82,"sam","non-diagnostic","ND1",74,2,"MTurk",7,5,6.5,0.391021758952541
"R_3I4DRfRxLjwh6oB",7,6,7,7,93,"sam","non-diagnostic","ND1",31,2,"MTurk",7,2,6.75,0.97647580910145
"R_w5yZ8cPs6pwEmoV",5,5,5,5,70,"sam","non-diagnostic","ND1",22,1,"MTurk",7,2,5,-0.991926080394364
"R_3NPMN6kqtB7oHel",5,6,5,6,81,"sam","non-diagnostic","ND1",41,2,"MTurk",1,2,5.5,-0.254861333374547
"R_2DRXmTfuySHQSz1",6,7,6,7,71,"sam","non-diagnostic","ND1",30,2,"MTurk",7,3,6.5,-0.0428215943254595
"R_3rUOpkZgufeewIc",6,6,7,6,76,"sam","non-diagnostic","ND1",54,1,"MTurk",7,2,6.25,0.00276923302090527
"R_2a9Lcn03FLgtntI",6,6,6,6,85,"sam","non-diagnostic","ND1",36,2,"MTurk",7,2,6,0.206121279741088
"R_3s6R66vr2MNHauw",6,7,5,7,80,"sam","non-diagnostic","ND1",31,1,"MTurk",1,2,6.25,0.160530452394724
"R_3lXLJklRNPEj0lE",5,6,5,6,85,"sam","non-diagnostic","ND1",38,2,"MTurk",1,2,5.5,-0.0971001140007281
"R_1DoNGm3UwXC194n",5,6,6,5,60,"sam","non-diagnostic","ND1",31,2,"MTurk",7,5,5.5,-1.08310773508709
